,verse,terminacion
0,Pearl City ### load libraries,"[<'li':cv>, <'bra':ccV>, <'ries':cvVs>]"
1,Pearl City la recursosidad,"[<'re':cV>, <'cur':cvc>, <'so':sV>, <'si':sv>, <'dad':cVc>]"
2,Pearl City de las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
3,Pearl City de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
4,Pearl City esto es la respuesta,"[<'res':cVs>, <'pues':cvVs>, <'ta':cV>]"
5,Pearl City países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
6,Pearl City contigo en la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
7,Pearl City en los eficientes,"[<'e':V>, <'fi':cv>, <'cien':cvVc>, <'tes':cVs>]"
8,Pearl City de la humanidad,"[<'hu':cv>, <'ma':cV>, <'ni':cv>, <'dad':cVc>]"
9,Pearl City marcio a la presencia,"[<'pre':ccV>, <'sen':sVc>, <'cia':cvV>]"
10,Pearl City los composiciones,"[<'com':cVc>, <'po':cV>, <'si':sv>, <'cio':cvV>, <'nes':cVs>]"
11,Pearl City as en el sistema,"[<'sis':svs>, <'te':cV>, <'ma':cV>]"
12,Pearl City en el sistema almo,"[<'al':Vc>, <'mo':cV>]"
13,Pearl City de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
14,Pearl City en un forzamiento,"[<'for':cVc>, <'za':cV>, <'mien':cvVc>, <'to':cV>]"
15,Pearl City de la carta de esta,"[<'es':Vs>, <'ta':cV>]"
16,Pearl City la desempleación,"[<'de':cV>, <'sem':sVc>, <'ple':ccV>, <'a':V>, <'ción':cvVc>]"
17,Pearl City s de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
18,Pearl City en el escenario,"[<'es':Vs>, <'ce':cV>, <'na':cV>, <'rio':cvV>]"
19,Pearl City de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
20,Pearl City la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
21,Pearl City el calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
22,Pearl City nubes del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
23,Pearl City de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
24,Pearl City para diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
25,Pearl City el mercado pero,"[<'pe':cV>, <'ro':cV>]"
26,Pearl City gustos de la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
27,Pearl City la emisión de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
28,Pearl City al de la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
29,Pearl City de algunos países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
30,Pearl City la nueva alta al nivel,"[<'ni':cv>, <'vel':cVc>]"
31,Pearl City la inercia de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
32,Pearl City a través de enfrentir,"[<'en':Vc>, <'fren':ccVc>, <'tir':cvc>]"
33,Pearl City que hay que se viere,"[<'vie':cvV>, <'re':cV>]"
34,Pearl City ente se desalian,"[<'de':cV>, <'sa':sV>, <'lian':cvVc>]"
35,Pearl City cumbre de la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
36,Pearl City s es un convenio,"[<'con':cVc>, <'ve':cV>, <'nio':cvV>]"
37,Pearl City de la conferencia,"[<'con':cVc>, <'fe':cV>, <'ren':cVc>, <'cia':cvV>]"
38,Pearl City medidas permiten,"[<'per':cVc>, <'mi':cv>, <'ten':cVc>]"
39,Pearl City la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
40,Pearl City del calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
41,Pearl City la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
42,Pearl City es a la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
43,Pearl City de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
44,Pearl City de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
45,Pearl City al calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
46,Pearl City los actividades,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'da':cV>, <'des':cVs>]"
47,Pearl City para que se poner,"[<'po':cV>, <'ner':cVc>]"
48,Pearl City la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
49,Pearl City de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
50,Pearl City de esta poderpera,"[<'po':cV>, <'der':cVc>, <'pe':cV>, <'ra':cV>]"
51,Pearl City las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
52,Pearl City lucha de ser alta,"[<'al':Vc>, <'ta':cV>]"
53,Pearl City a la seguridad,"[<'se':sV>, <'gu':cv>, <'ri':cv>, <'dad':cVc>]"
54,Pearl City entre la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
55,Pearl City de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
56,Pearl City que se pode para,"[<'pa':cV>, <'ra':cV>]"
57,Pearl City de la mayoría,"[<'ma':cV>, <'yo':cV>, <'rí':cV>, <'a':V>]"
58,Pearl City la forma de casa,"[<'ca':cV>, <'sa':sV>]"
59,Pearl City de gases de efecto,"[<'e':V>, <'fec':cVc>, <'to':cV>]"
60,Pearl City desarrollan casa,"[<'ca':cV>, <'sa':sV>]"
61,Pearl City casa de la mayor,"[<'ma':cV>, <'yor':cVc>]"
62,Pearl City en la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
63,Pearl City de las principales,"[<'prin':ccvc>, <'ci':cv>, <'pa':cV>, <'les':cVs>]"
64,Pearl City del clima en la tierra,"[<'tie':cvV>, <'rra':ccV>]"
65,Pearl City mar de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
66,Pearl City y las oficinas,"[<'o':V>, <'fi':cv>, <'ci':cv>, <'nas':cVs>]"
67,Pearl City de la mayoría,"[<'ma':cV>, <'yo':cV>, <'rí':cV>, <'a':V>]"
