,verse,terminacion
0,Gold Coast ### load libraries,"[<'li':cv>, <'bra':ccV>, <'ries':cvVs>]"
1,Gold Coast la recursosidad,"[<'re':cV>, <'cur':cvc>, <'so':sV>, <'si':sv>, <'dad':cVc>]"
2,Gold Coast de las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
3,Gold Coast de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
4,Gold Coast esto es la respuesta,"[<'res':cVs>, <'pues':cvVs>, <'ta':cV>]"
5,Gold Coast países de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
6,Gold Coast contigo en la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
7,Gold Coast en los eficientes,"[<'e':V>, <'fi':cv>, <'cien':cvVc>, <'tes':cVs>]"
8,Gold Coast de la humanidad,"[<'hu':cv>, <'ma':cV>, <'ni':cv>, <'dad':cVc>]"
9,Gold Coast marcio a la presencia,"[<'pre':ccV>, <'sen':sVc>, <'cia':cvV>]"
10,Gold Coast los composiciones,"[<'com':cVc>, <'po':cV>, <'si':sv>, <'cio':cvV>, <'nes':cVs>]"
11,Gold Coast as en el sistema,"[<'sis':svs>, <'te':cV>, <'ma':cV>]"
12,Gold Coast en el sistema almo,"[<'al':Vc>, <'mo':cV>]"
13,Gold Coast de la comperación,"[<'com':cVc>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
14,Gold Coast en un forzamiento,"[<'for':cVc>, <'za':cV>, <'mien':cvVc>, <'to':cV>]"
15,Gold Coast de la carta de esta,"[<'es':Vs>, <'ta':cV>]"
16,Gold Coast la desempleación,"[<'de':cV>, <'sem':sVc>, <'ple':ccV>, <'a':V>, <'ción':cvVc>]"
17,Gold Coast s de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
18,Gold Coast en el escenario,"[<'es':Vs>, <'ce':cV>, <'na':cV>, <'rio':cvV>]"
19,Gold Coast de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
20,Gold Coast la función de carbón,"[<'car':cVc>, <'bón':cVc>]"
21,Gold Coast el calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
