,verse,terminacion
0,Câmara de Lobos ### load libraries,"[<'li':cv>, <'bra':ccV>, <'ries':cvVs>]"
1,Câmara de Lobos de la conferencia,"[<'con':cVc>, <'fe':cV>, <'ren':cVc>, <'cia':cvV>]"
2,Câmara de Lobos de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
3,Câmara de Lobos mayor política,"[<'po':cV>, <'lí':cV>, <'ti':cv>, <'ca':cV>]"
4,Câmara de Lobos y la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
5,Câmara de Lobos de la compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
6,Câmara de Lobos la estado de cambio,"[<'cam':cVc>, <'bio':cvV>]"
7,Câmara de Lobos en la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
8,Câmara de Lobos de la compra de esta,"[<'es':Vs>, <'ta':cV>]"
9,Câmara de Lobos por la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
10,Câmara de Lobos de la conferencia,"[<'con':cVc>, <'fe':cV>, <'ren':cVc>, <'cia':cvV>]"
11,Câmara de Lobos en la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
12,Câmara de Lobos de la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
13,Câmara de Lobos el temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
14,Câmara de Lobos contra la demanda,"[<'de':cV>, <'man':cVc>, <'da':cV>]"
15,Câmara de Lobos a la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
16,Câmara de Lobos de la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
17,Câmara de Lobos en la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
18,Câmara de Lobos de la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
19,Câmara de Lobos en la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
20,Câmara de Lobos contra las procesos,"[<'pro':ccV>, <'ce':cV>, <'sos':sVs>]"
21,Câmara de Lobos propia de la propia,"[<'pro':ccV>, <'pia':cvV>]"
22,Câmara de Lobos mar se desarrolla,"[<'de':cV>, <'sa':sV>, <'rro':ccV>, <'lla':ccV>]"
23,Câmara de Lobos de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
24,Câmara de Lobos mayor producida,"[<'pro':ccV>, <'du':cv>, <'ci':cv>, <'da':cV>]"
25,Câmara de Lobos de la capacidad,"[<'ca':cV>, <'pa':cV>, <'ci':cv>, <'dad':cVc>]"
26,Câmara de Lobos por la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
27,Câmara de Lobos de la estrategía,"[<'es':Vs>, <'tra':ccV>, <'te':cV>, <'gí':cV>, <'a':V>]"
28,Câmara de Lobos en la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
29,Câmara de Lobos a de la estratora,"[<'es':Vs>, <'tra':ccV>, <'to':cV>, <'ra':cV>]"
30,Câmara de Lobos estado en el cambio,"[<'cam':cVc>, <'bio':cvV>]"
31,Câmara de Lobos de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
32,Câmara de Lobos de la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
33,Câmara de Lobos en la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
34,Câmara de Lobos de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
35,Câmara de Lobos en la compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
36,Câmara de Lobos esta mayor parte,"[<'par':cVc>, <'te':cV>]"
37,Câmara de Lobos de la consecuencia,"[<'con':cVc>, <'se':sV>, <'cuen':cvVc>, <'cia':cvV>]"
38,Câmara de Lobos contra la demanda,"[<'de':cV>, <'man':cVc>, <'da':cV>]"
39,Câmara de Lobos de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
40,Câmara de Lobos de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
41,Câmara de Lobos de la compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
42,Câmara de Lobos esta mayor parte,"[<'par':cVc>, <'te':cV>]"
43,Câmara de Lobos parte de la salud,"[<'sa':sV>, <'lud':cvc>]"
44,Câmara de Lobos de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
45,Câmara de Lobos de la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
