,verse,terminacion
0,McMurdo Station producto en el proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
1,McMurdo Station contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
2,McMurdo Station carbono a la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
3,McMurdo Station en el temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
4,McMurdo Station su propia de la propia,"[<'pro':ccV>, <'pia':cvV>]"
5,McMurdo Station el mar se desarrolla,"[<'de':cV>, <'sa':sV>, <'rro':ccV>, <'lla':ccV>]"
6,McMurdo Station parte de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
7,McMurdo Station alto de la comprensión,"[<'com':cVc>, <'pren':ccVc>, <'sión':svVc>]"
8,McMurdo Station problema de reducir,"[<'re':cV>, <'du':cv>, <'cir':cvc>]"
9,McMurdo Station estado a los procesos,"[<'pro':ccV>, <'ce':cV>, <'sos':sVs>]"
10,McMurdo Station como la propia como,"[<'co':cV>, <'mo':cV>]"
11,McMurdo Station como la contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
12,McMurdo Station contra la propia contra,"[<'con':cVc>, <'tra':ccV>]"
13,McMurdo Station el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
14,McMurdo Station el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
15,McMurdo Station contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
16,McMurdo Station la salud de la contrar,"[<'con':cVc>, <'trar':ccVc>]"
17,McMurdo Station contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
18,McMurdo Station se producir el cambio,"[<'cam':cVc>, <'bio':cvV>]"
19,McMurdo Station el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
20,McMurdo Station cambio climático está,"[<'es':Vs>, <'tá':cV>]"
21,McMurdo Station climático está contra,"[<'con':cVc>, <'tra':ccV>]"
22,McMurdo Station contrar la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
23,McMurdo Station contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
24,McMurdo Station menos de la comprensión,"[<'com':cVc>, <'pren':ccVc>, <'sión':svVc>]"
25,McMurdo Station sobre la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
26,McMurdo Station ser en la compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
27,McMurdo Station permitado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
28,McMurdo Station contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
29,McMurdo Station estado contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
30,McMurdo Station el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
31,McMurdo Station problema de la comprar,"[<'com':cVc>, <'prar':ccVc>]"
32,McMurdo Station el contral de la propia,"[<'pro':ccV>, <'pia':cvV>]"
33,McMurdo Station estado en el proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
34,McMurdo Station contrar con la estrategia,"[<'es':Vs>, <'tra':ccV>, <'te':cV>, <'gia':cvV>]"
35,McMurdo Station la cual con la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
36,McMurdo Station la propia climática,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'ca':cV>]"
37,McMurdo Station estado en la comprensión,"[<'com':cVc>, <'pren':ccVc>, <'sión':svVc>]"
38,McMurdo Station permitan para el cambio,"[<'cam':cVc>, <'bio':cvV>]"
39,McMurdo Station de carbono a la propia,"[<'pro':ccV>, <'pia':cvV>]"
40,McMurdo Station el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
41,McMurdo Station sobre la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
42,McMurdo Station sobre la capacidad,"[<'ca':cV>, <'pa':cV>, <'ci':cv>, <'dad':cVc>]"
43,McMurdo Station producción de la compra,"[<'com':cVc>, <'pra':ccV>]"
44,McMurdo Station de la compra de cambio,"[<'cam':cVc>, <'bio':cvV>]"
45,McMurdo Station permitado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
46,McMurdo Station propia de contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
47,McMurdo Station producto de la contrar,"[<'con':cVc>, <'trar':ccVc>]"
48,McMurdo Station las contrabulidades,"[<'con':cVc>, <'tra':ccV>, <'bu':cv>, <'li':cv>, <'da':cV>, <'des':cVs>]"
49,McMurdo Station es de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
50,McMurdo Station parte de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
51,McMurdo Station climático es la propia,"[<'pro':ccV>, <'pia':cvV>]"
52,McMurdo Station la propia contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
53,McMurdo Station en el temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
54,McMurdo Station estado se producir,"[<'pro':ccV>, <'du':cv>, <'cir':cvc>]"
55,McMurdo Station el contrado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
56,McMurdo Station contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
57,McMurdo Station medio de la demanda,"[<'de':cV>, <'man':cVc>, <'da':cV>]"
58,McMurdo Station la contra el combustible,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'ble':ccV>]"
59,McMurdo Station es proceso de cambio,"[<'cam':cVc>, <'bio':cvV>]"
60,McMurdo Station la mayor actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
61,McMurdo Station permitado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
62,McMurdo Station a la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
63,McMurdo Station de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
64,McMurdo Station parte de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
65,McMurdo Station de las contribuciones,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'cio':cvV>, <'nes':cVs>]"
66,McMurdo Station capa de compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
67,McMurdo Station la propia compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
68,McMurdo Station compromiso de contra,"[<'con':cVc>, <'tra':ccV>]"
69,McMurdo Station contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
70,McMurdo Station el mar en la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
71,McMurdo Station producción de la compra,"[<'com':cVc>, <'pra':ccV>]"
72,McMurdo Station de carbono a la propia,"[<'pro':ccV>, <'pia':cvV>]"
73,McMurdo Station contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
74,McMurdo Station contrar la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
75,McMurdo Station la largo de la propia,"[<'pro':ccV>, <'pia':cvV>]"
76,McMurdo Station mayor posibilidad,"[<'po':cV>, <'si':sv>, <'bi':cv>, <'li':cv>, <'dad':cVc>]"
77,McMurdo Station el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
78,McMurdo Station e de la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
79,McMurdo Station estado a la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
80,McMurdo Station promedio de la compra,"[<'com':cVc>, <'pra':ccV>]"
81,McMurdo Station de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
82,McMurdo Station ser de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
83,McMurdo Station climático es un cambio,"[<'cam':cVc>, <'bio':cvV>]"
84,McMurdo Station contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
85,McMurdo Station contrado de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
86,McMurdo Station esta mayor producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
87,McMurdo Station producirá en la propia,"[<'pro':ccV>, <'pia':cvV>]"
88,McMurdo Station la energía en la propia,"[<'pro':ccV>, <'pia':cvV>]"
89,McMurdo Station e el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
