,verse,terminacion
0,Masterton del proyecto la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
1,Masterton aumento de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
2,Masterton países de nuestro parte,"[<'par':cVc>, <'te':cV>]"
3,Masterton los eficientes con partes,"[<'par':cVc>, <'tes':cVs>]"
4,Masterton partes de la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
5,Masterton de los s en el carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
6,Masterton para marcio a la presencia,"[<'pre':ccV>, <'sen':sVc>, <'cia':cvV>]"
7,Masterton contonce más el peligro,"[<'pe':cV>, <'li':cv>, <'gro':ccV>]"
8,Masterton las partes de la biosfera,"[<'bios':cvVs>, <'fe':cV>, <'ra':cV>]"
9,Masterton de la biosfera de precios,"[<'pre':ccV>, <'cios':cvVs>]"
10,Masterton de la alternción de la salud,"[<'sa':sV>, <'lud':cvc>]"
11,Masterton sa amplia de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
12,Masterton a el mismo para la salud,"[<'sa':sV>, <'lud':cvc>]"
13,Masterton un forzamiento márido,"[<'má':cV>, <'ri':cv>, <'do':cV>]"
14,Masterton ndia de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
15,Masterton el consumo en la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
16,Masterton el calentamiento mientras,"[<'mien':cvVc>, <'tras':ccVs>]"
17,Masterton contribución del proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
18,Masterton guardo estado a la subida,"[<'su':sv>, <'bi':cv>, <'da':cV>]"
19,Masterton a la base de la mayor,"[<'ma':cV>, <'yor':cVc>]"
20,Masterton a la mituda en la unfcca,"[<'u':v>, <'nf':cc>, <'cca':ccV>]"
21,Masterton la actual de las cubiertales,"[<'cu':cv>, <'bier':cvVc>, <'ta':cV>, <'les':cVs>]"
22,Masterton es de algunos importantes,"[<'im':vc>, <'por':cVc>, <'tan':cVc>, <'tes':cVs>]"
23,Masterton el aumento del madida,"[<'ma':cV>, <'di':cv>, <'da':cV>]"
24,Masterton diración de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
25,Masterton n el que debe el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
26,Masterton me considerable al siglo,"[<'si':sv>, <'glo':ccV>]"
27,Masterton al siglo xx los estados,"[<'es':Vs>, <'ta':cV>, <'dos':cVs>]"
28,Masterton los metos de la ingenida,"[<'in':vc>, <'ge':cV>, <'ni':cv>, <'da':cV>]"
29,Masterton se desalian el especie,"[<'es':Vs>, <'pe':cV>, <'cie':cvV>]"
30,Masterton especie de los efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
31,Masterton ir el estado de cumbre,"[<'cum':cvc>, <'bre':ccV>]"
32,Masterton correstos de alternaciones,"[<'al':Vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nes':cVs>]"
33,Masterton para la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
34,Masterton y los países de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
35,Masterton la conferencia se pueden,"[<'pue':cvV>, <'den':cVc>]"
36,Masterton de los periodos de calor,"[<'ca':cV>, <'lor':cVc>]"
37,Masterton de calor de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
38,Masterton la tierra por un consenso,"[<'con':cVc>, <'sen':sVc>, <'so':sV>]"
39,Masterton contribución en la esta alla,"[<'a':V>, <'lla':ccV>]"
40,Masterton salia del calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
41,Masterton que los neoliberales,"[<'ne':cV>, <'o':V>, <'li':cv>, <'be':cV>, <'ra':cV>, <'les':cVs>]"
42,Masterton la aperación de la centra,"[<'cen':cVc>, <'tra':ccV>]"
43,Masterton pertinente con la reda,"[<'re':cV>, <'da':cV>]"
44,Masterton la reda de la cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
45,Masterton de la cantidad de tiempo,"[<'tiem':cvVc>, <'po':cV>]"
46,Masterton los procesos de la inversión,"[<'in':vc>, <'ver':cVc>, <'sión':svVc>]"
47,Masterton el amor con los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
48,Masterton e se se puede ser tener,"[<'te':cV>, <'ner':cVc>]"
49,Masterton amor para que se poner,"[<'po':cV>, <'ner':cVc>]"
50,Masterton el consumo de un recurso,"[<'re':cV>, <'cur':cvc>, <'so':sV>]"
