,verse,terminacion
0,Beau Bassin-Rose Hill ### load,"[<'lo':cV>, <'ad':Vc>]"
1,Beau Bassin-Rose Hill ### load,"[<'lo':cV>, <'ad':Vc>]"
2,Beau Bassin-Rose Hill Predict,"[<'Pre':ccV>, <'di':cv>, <'ct':cc>]"
3,Beau Bassin-Rose Hill proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
4,Beau Bassin-Rose Hill aumento,"[<'au':Vv>, <'men':cVc>, <'to':cV>]"
5,Beau Bassin-Rose Hill países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
6,Beau Bassin-Rose Hill de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
7,Beau Bassin-Rose Hill con partes,"[<'par':cVc>, <'tes':cVs>]"
8,Beau Bassin-Rose Hill dicional,"[<'di':cv>, <'cio':cvV>, <'nal':cVc>]"
9,Beau Bassin-Rose Hill contonce,"[<'con':cVc>, <'ton':cVc>, <'ce':cV>]"
10,Beau Bassin-Rose Hill las partes,"[<'par':cVc>, <'tes':cVs>]"
11,Beau Bassin-Rose Hill de precios,"[<'pre':ccV>, <'cios':cvVs>]"
12,Beau Bassin-Rose Hill la alternción,"[<'al':Vc>, <'ter':cVc>, <'nción':ccvVc>]"
13,Beau Bassin-Rose Hill a el mismo,"[<'mis':cvs>, <'mo':cV>]"
14,Beau Bassin-Rose Hill la carta,"[<'car':cVc>, <'ta':cV>]"
15,Beau Bassin-Rose Hill conterir,"[<'con':cVc>, <'te':cV>, <'rir':cvc>]"
16,Beau Bassin-Rose Hill us alta,"[<'al':Vc>, <'ta':cV>]"
17,Beau Bassin-Rose Hill la función,"[<'fun':cvc>, <'ción':cvVc>]"
18,Beau Bassin-Rose Hill de carbón,"[<'car':cVc>, <'bón':cVc>]"
19,Beau Bassin-Rose Hill proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
20,Beau Bassin-Rose Hill e se están,"[<'es':Vs>, <'tán':cVc>]"
21,Beau Bassin-Rose Hill las nubes,"[<'nu':cv>, <'bes':cVs>]"
22,Beau Bassin-Rose Hill la base,"[<'ba':cV>, <'se':sV>]"
23,Beau Bassin-Rose Hill la mayor,"[<'ma':cV>, <'yor':cVc>]"
24,Beau Bassin-Rose Hill precisas,"[<'pre':ccV>, <'ci':cv>, <'sas':sVs>]"
25,Beau Bassin-Rose Hill su mara,"[<'ma':cV>, <'ra':cV>]"
26,Beau Bassin-Rose Hill de algunos,"[<'al':Vc>, <'gu':cv>, <'nos':cVs>]"
27,Beau Bassin-Rose Hill ntuad para,"[<'pa':cV>, <'ra':cV>]"
28,Beau Bassin-Rose Hill la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
29,Beau Bassin-Rose Hill diración,"[<'di':cv>, <'ra':cV>, <'ción':cvVc>]"
30,Beau Bassin-Rose Hill de algunos,"[<'al':Vc>, <'gu':cv>, <'nos':cVs>]"
31,Beau Bassin-Rose Hill la nueva,"[<'nue':cvV>, <'va':cV>]"
32,Beau Bassin-Rose Hill la inercia,"[<'i':v>, <'ner':cVc>, <'cia':cvV>]"
33,Beau Bassin-Rose Hill a través,"[<'tra':ccV>, <'vés':cVs>]"
34,Beau Bassin-Rose Hill de enfrentir,"[<'en':Vc>, <'fren':ccVc>, <'tir':cvc>]"
35,Beau Bassin-Rose Hill los metos,"[<'me':cV>, <'tos':cVs>]"
36,Beau Bassin-Rose Hill de cumbre,"[<'cum':cvc>, <'bre':ccV>]"
37,Beau Bassin-Rose Hill la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
38,Beau Bassin-Rose Hill correstos,"[<'co':cV>, <'rres':ccVs>, <'tos':cVs>]"
39,Beau Bassin-Rose Hill gue para,"[<'pa':cV>, <'ra':cV>]"
40,Beau Bassin-Rose Hill de efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
41,Beau Bassin-Rose Hill ricado,"[<'ri':cv>, <'ca':cV>, <'do':cV>]"
42,Beau Bassin-Rose Hill se pueden,"[<'pue':cvV>, <'den':cVc>]"
43,Beau Bassin-Rose Hill de calor,"[<'ca':cV>, <'lor':cVc>]"
44,Beau Bassin-Rose Hill medidas,"[<'me':cV>, <'di':cv>, <'das':cVs>]"
45,Beau Bassin-Rose Hill permiten,"[<'per':cVc>, <'mi':cv>, <'ten':cVc>]"
46,Beau Bassin-Rose Hill la tierra,"[<'tie':cvV>, <'rra':ccV>]"
47,Beau Bassin-Rose Hill su porque,"[<'por':cVc>, <'que':cvV>]"
48,Beau Bassin-Rose Hill en la esta,"[<'es':Vs>, <'ta':cV>]"
49,Beau Bassin-Rose Hill la esta alla,"[<'a':V>, <'lla':ccV>]"
50,Beau Bassin-Rose Hill la reda,"[<'re':cV>, <'da':cV>]"
51,Beau Bassin-Rose Hill de tiempo,"[<'tiem':cvVc>, <'po':cV>]"
52,Beau Bassin-Rose Hill la inversión,"[<'in':vc>, <'ver':cVc>, <'sión':svVc>]"
53,Beau Bassin-Rose Hill general,"[<'ge':cV>, <'ne':cV>, <'ral':cVc>]"
54,Beau Bassin-Rose Hill progreso,"[<'pro':ccV>, <'gre':ccV>, <'so':sV>]"
55,Beau Bassin-Rose Hill el amor,"[<'a':V>, <'mor':cVc>]"
56,Beau Bassin-Rose Hill se poner,"[<'po':cV>, <'ner':cVc>]"
57,Beau Bassin-Rose Hill s de esta,"[<'es':Vs>, <'ta':cV>]"
58,Beau Bassin-Rose Hill la lucha,"[<'luc':cvc>, <'ha':cV>]"
59,Beau Bassin-Rose Hill ser alta,"[<'al':Vc>, <'ta':cV>]"
60,Beau Bassin-Rose Hill el paso,"[<'pa':cV>, <'so':sV>]"
61,Beau Bassin-Rose Hill la guerra,"[<'gue':cvV>, <'rra':ccV>]"
62,Beau Bassin-Rose Hill ativa,"[<'a':V>, <'ti':cv>, <'va':cV>]"
63,Beau Bassin-Rose Hill escala,"[<'es':Vs>, <'ca':cV>, <'la':cV>]"
64,Beau Bassin-Rose Hill la forma,"[<'for':cVc>, <'ma':cV>]"
65,Beau Bassin-Rose Hill de casa,"[<'ca':cV>, <'sa':sV>]"
66,Beau Bassin-Rose Hill consumo,"[<'con':cVc>, <'su':sv>, <'mo':cV>]"
67,Beau Bassin-Rose Hill la mayor,"[<'ma':cV>, <'yor':cVc>]"
68,Beau Bassin-Rose Hill la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
69,Beau Bassin-Rose Hill e a mucha,"[<'muc':cvc>, <'ha':cV>]"
70,Beau Bassin-Rose Hill r para,"[<'pa':cV>, <'ra':cV>]"
71,Beau Bassin-Rose Hill despector,"[<'des':cVs>, <'pec':cVc>, <'tor':cVc>]"
72,Beau Bassin-Rose Hill podría,"[<'po':cV>, <'drí':ccV>, <'a':V>]"
73,Beau Bassin-Rose Hill del control,"[<'con':cVc>, <'trol':ccVc>]"
74,Beau Bassin-Rose Hill el siglo,"[<'si':sv>, <'glo':ccV>]"
75,Beau Bassin-Rose Hill ribución,"[<'ri':cv>, <'bu':cv>, <'ción':cvVc>]"
76,Beau Bassin-Rose Hill entarión,"[<'en':Vc>, <'ta':cV>, <'rión':cvVc>]"
77,Beau Bassin-Rose Hill las pautas,"[<'pau':cVv>, <'tas':cVs>]"
78,Beau Bassin-Rose Hill utica,"[<'u':v>, <'ti':cv>, <'ca':cV>]"
79,Beau Bassin-Rose Hill la tierra,"[<'tie':cvV>, <'rra':ccV>]"
80,Beau Bassin-Rose Hill decientes,"[<'de':cV>, <'cien':cvVc>, <'tes':cVs>]"
81,Beau Bassin-Rose Hill modelo,"[<'mo':cV>, <'de':cV>, <'lo':cV>]"
82,Beau Bassin-Rose Hill se puede,"[<'pue':cvV>, <'de':cV>]"
83,Beau Bassin-Rose Hill del caso,"[<'ca':cV>, <'so':sV>]"
