,verse,terminacion
0,Camayenne producto en el proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
1,Camayenne el proyecto de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
2,Camayenne contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
3,Camayenne carbono a la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
4,Camayenne su propia de la propia,"[<'pro':ccV>, <'pia':cvV>]"
5,Camayenne parte de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
6,Camayenne el mar de la consecuencia,"[<'con':cVc>, <'se':sV>, <'cuen':cvVc>, <'cia':cvV>]"
7,Camayenne problema de reducir,"[<'re':cV>, <'du':cv>, <'cir':cvc>]"
8,Camayenne como la propia como,"[<'co':cV>, <'mo':cV>]"
9,Camayenne como la contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
10,Camayenne contra la propia contra,"[<'con':cVc>, <'tra':ccV>]"
11,Camayenne contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
12,Camayenne la salud de la contrar,"[<'con':cVc>, <'trar':ccVc>]"
13,Camayenne el sistema climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
14,Camayenne contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
15,Camayenne emisiones de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
16,Camayenne se producir el cambio,"[<'cam':cVc>, <'bio':cvV>]"
17,Camayenne cambio climático está,"[<'es':Vs>, <'tá':cV>]"
18,Camayenne climático está contra,"[<'con':cVc>, <'tra':ccV>]"
19,Camayenne contrar la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
20,Camayenne contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
21,Camayenne menos de la comprensión,"[<'com':cVc>, <'pren':ccVc>, <'sión':svVc>]"
22,Camayenne sobre la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
23,Camayenne ser en la compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
24,Camayenne permitado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
25,Camayenne contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
26,Camayenne emisiones de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
27,Camayenne el cambio climático esta,"[<'es':Vs>, <'ta':cV>]"
28,Camayenne problema de la comprar,"[<'com':cVc>, <'prar':ccVc>]"
29,Camayenne en el contrado en el cambio,"[<'cam':cVc>, <'bio':cvV>]"
30,Camayenne el proceso de la propia,"[<'pro':ccV>, <'pia':cvV>]"
31,Camayenne contrar con la estrategia,"[<'es':Vs>, <'tra':ccV>, <'te':cV>, <'gia':cvV>]"
32,Camayenne la cual con la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
33,Camayenne la propia climática,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'ca':cV>]"
34,Camayenne permitan para el cambio,"[<'cam':cVc>, <'bio':cvV>]"
35,Camayenne de carbono a la propia,"[<'pro':ccV>, <'pia':cvV>]"
36,Camayenne sobre la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
37,Camayenne sobre la capacidad,"[<'ca':cV>, <'pa':cV>, <'ci':cv>, <'dad':cVc>]"
38,Camayenne producción de la compra,"[<'com':cVc>, <'pra':ccV>]"
39,Camayenne de la compra de cambio,"[<'cam':cVc>, <'bio':cvV>]"
40,Camayenne permitado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
41,Camayenne propia de contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
42,Camayenne producto de la contrar,"[<'con':cVc>, <'trar':ccVc>]"
43,Camayenne las contrabulidades,"[<'con':cVc>, <'tra':ccV>, <'bu':cv>, <'li':cv>, <'da':cV>, <'des':cVs>]"
44,Camayenne parte de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
45,Camayenne climático es la propia,"[<'pro':ccV>, <'pia':cvV>]"
46,Camayenne la propia contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
47,Camayenne contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
48,Camayenne medio de la demanda,"[<'de':cV>, <'man':cVc>, <'da':cV>]"
49,Camayenne la contra el combustible,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'ble':ccV>]"
50,Camayenne la mayor actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
51,Camayenne permitado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
52,Camayenne de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
53,Camayenne parte de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
54,Camayenne de las contribuciones,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'cio':cvV>, <'nes':cVs>]"
55,Camayenne capa de compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
56,Camayenne la propia compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
57,Camayenne compromiso de contra,"[<'con':cVc>, <'tra':ccV>]"
58,Camayenne contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
59,Camayenne producción de la compra,"[<'com':cVc>, <'pra':ccV>]"
60,Camayenne de carbono a la propia,"[<'pro':ccV>, <'pia':cvV>]"
61,Camayenne a la propia de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
62,Camayenne contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
63,Camayenne contrar la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
64,Camayenne la largo de la propia,"[<'pro':ccV>, <'pia':cvV>]"
65,Camayenne mayor posibilidad,"[<'po':cV>, <'si':sv>, <'bi':cv>, <'li':cv>, <'dad':cVc>]"
66,Camayenne promedio de la compra,"[<'com':cVc>, <'pra':ccV>]"
67,Camayenne de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
68,Camayenne ser de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
69,Camayenne climático es un cambio,"[<'cam':cVc>, <'bio':cvV>]"
70,Camayenne contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
71,Camayenne contrado de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
72,Camayenne producirá en la propia,"[<'pro':ccV>, <'pia':cvV>]"
73,Camayenne la energía en la propia,"[<'pro':ccV>, <'pia':cvV>]"
74,Camayenne el mar y la contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
75,Camayenne energía necesaria,"[<'ne':cV>, <'ce':cV>, <'sa':sV>, <'ria':cvV>]"
76,Camayenne la capa de la compra,"[<'com':cVc>, <'pra':ccV>]"
77,Camayenne la cual es el sistema,"[<'sis':svs>, <'te':cV>, <'ma':cV>]"
78,Camayenne energía contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
79,Camayenne esta mayor producida,"[<'pro':ccV>, <'du':cv>, <'ci':cv>, <'da':cV>]"
80,Camayenne mar en la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
81,Camayenne contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
