,verse,terminacion
0,Fortaleza producto en el proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
1,Fortaleza el proyecto de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
2,Fortaleza contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
3,Fortaleza carbono a la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
4,Fortaleza su propia de la propia,"[<'pro':ccV>, <'pia':cvV>]"
5,Fortaleza parte de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
6,Fortaleza el mar de la consecuencia,"[<'con':cVc>, <'se':sV>, <'cuen':cvVc>, <'cia':cvV>]"
7,Fortaleza problema de reducir,"[<'re':cV>, <'du':cv>, <'cir':cvc>]"
8,Fortaleza como la propia como,"[<'co':cV>, <'mo':cV>]"
9,Fortaleza como la contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
10,Fortaleza contra la propia contra,"[<'con':cVc>, <'tra':ccV>]"
11,Fortaleza contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
12,Fortaleza la salud de la contrar,"[<'con':cVc>, <'trar':ccVc>]"
13,Fortaleza el sistema climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
14,Fortaleza contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
15,Fortaleza emisiones de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
16,Fortaleza se producir el cambio,"[<'cam':cVc>, <'bio':cvV>]"
17,Fortaleza cambio climático está,"[<'es':Vs>, <'tá':cV>]"
18,Fortaleza climático está contra,"[<'con':cVc>, <'tra':ccV>]"
19,Fortaleza contrar la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
20,Fortaleza contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
21,Fortaleza menos de la comprensión,"[<'com':cVc>, <'pren':ccVc>, <'sión':svVc>]"
22,Fortaleza sobre la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
23,Fortaleza ser en la compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
24,Fortaleza permitado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
25,Fortaleza contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
26,Fortaleza emisiones de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
27,Fortaleza el cambio climático esta,"[<'es':Vs>, <'ta':cV>]"
28,Fortaleza problema de la comprar,"[<'com':cVc>, <'prar':ccVc>]"
29,Fortaleza en el contrado en el cambio,"[<'cam':cVc>, <'bio':cvV>]"
30,Fortaleza el proceso de la propia,"[<'pro':ccV>, <'pia':cvV>]"
