,verse,terminacion
0,Las Palmas de Gran Canaria libraries,"[<'li':cv>, <'bra':ccV>, <'ries':cvVs>]"
1,Las Palmas de Gran Canaria Predict,"[<'Pre':ccV>, <'di':cv>, <'ct':cc>]"
2,Las Palmas de Gran Canaria proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
3,Las Palmas de Gran Canaria actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
4,Las Palmas de Gran Canaria países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
5,Las Palmas de Gran Canaria alteración,"[<'al':Vc>, <'te':cV>, <'ra':cV>, <'ción':cvVc>]"
6,Las Palmas de Gran Canaria distinte,"[<'dis':cvs>, <'tin':cvc>, <'te':cV>]"
7,Las Palmas de Gran Canaria los palas,"[<'pa':cV>, <'las':cVs>]"
8,Las Palmas de Gran Canaria estrategia,"[<'es':Vs>, <'tra':ccV>, <'te':cV>, <'gia':cvV>]"
9,Las Palmas de Gran Canaria emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
10,Las Palmas de Gran Canaria del mismo,"[<'mis':cvs>, <'mo':cV>]"
11,Las Palmas de Gran Canaria países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
12,Las Palmas de Gran Canaria población,"[<'po':cV>, <'bla':ccV>, <'ción':cvVc>]"
13,Las Palmas de Gran Canaria países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
14,Las Palmas de Gran Canaria países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
15,Las Palmas de Gran Canaria contigo,"[<'con':cVc>, <'ti':cv>, <'go':cV>]"
16,Las Palmas de Gran Canaria la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
17,Las Palmas de Gran Canaria palabres,"[<'pa':cV>, <'la':cV>, <'bres':ccVs>]"
18,Las Palmas de Gran Canaria eficientes,"[<'e':V>, <'fi':cv>, <'cien':cvVc>, <'tes':cVs>]"
19,Las Palmas de Gran Canaria carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
20,Las Palmas de Gran Canaria la salud,"[<'sa':sV>, <'lud':cvc>]"
21,Las Palmas de Gran Canaria peligro,"[<'pe':cV>, <'li':cv>, <'gro':ccV>]"
